srch_id,orig_destination_distance_x,orig_destination_distance_y
11,712.95,494.26169230769233
11,712.72,494.26169230769233
11,713.29,494.26169230769233
11,708.55,494.26169230769233
11,713.44,494.26169230769233
12,2712.42,5728.684098360655
12,2712.29,5728.684098360655
12,2712.38,5728.684098360655
12,2712.38,5728.684098360655
12,2712.28,5728.684098360655
12,2712.34,5728.684098360655
12,2712.31,5728.684098360655
12,2710.69,5728.684098360655
12,2712.49,5728.684098360655
12,2712.39,5728.684098360655
12,2712.5,5728.684098360655
12,2712.38,5728.684098360655
12,2712.49,5728.684098360655
12,2712.3,5728.684098360655
12,2712.27,5728.684098360655
12,2712.2,5728.684098360655
12,2711.85,5728.684098360655
12,2712.43,5728.684098360655
12,2712.44,5728.684098360655
12,2712.49,5728.684098360655
12,2712.41,5728.684098360655
12,2712.4,5728.684098360655
12,2712.5,5728.684098360655
12,2712.92,5728.684098360655
12,2712.46,5728.684098360655
12,2712.38,5728.684098360655
12,2712.13,5728.684098360655
12,2712.17,5728.684098360655
12,2712.51,5728.684098360655
12,2712.1,5728.684098360655
12,2712.46,5728.684098360655
12,2712.47,5728.684098360655
12,2712.32,5728.684098360655
13,,
13,,
13,,
13,,
13,,
13,,
13,,
13,,
13,,
13,,
13,,
13,,
13,,
13,,
13,,
13,,
13,,
13,,
13,,
13,,
13,,
13,,
13,,
14,736.27,736.7104166666667
14,736.88,736.7104166666667
14,736.77,736.7104166666667
14,733.07,736.7104166666667
14,736.44,736.7104166666667
14,736.73,736.7104166666667
14,737.4,736.7104166666667
14,736.87,736.7104166666667
14,736.89,736.7104166666667
14,736.94,736.7104166666667
14,737.83,736.7104166666667
14,736.81,736.7104166666667
14,737.64,736.7104166666667
14,736.82,736.7104166666667
14,737.06,736.7104166666667
14,736.73,736.7104166666667
14,737.49,736.7104166666667
14,735.01,736.7104166666667
14,737.06,736.7104166666667
14,736.8,736.7104166666667
14,736.87,736.7104166666667
14,736.9,736.7104166666667
14,736.71,736.7104166666667
14,737.06,736.7104166666667
16,77.36,71.09781249999997
16,66.74,71.09781249999997
16,76.22,71.09781249999997
16,68.75,71.09781249999997
16,65.34,71.09781249999997
16,69.97,71.09781249999997
16,65.45,71.09781249999997
16,77.4,71.09781249999997
16,65.18,71.09781249999997
16,72.51,71.09781249999997
16,77.1,71.09781249999997
16,65.12,71.09781249999997
16,69.55,71.09781249999997
16,69.7,71.09781249999997
16,65.05,71.09781249999997
16,77.31,71.09781249999997
16,70.47,71.09781249999997
16,66.77,71.09781249999997
16,68.86,71.09781249999997
16,68.25,71.09781249999997
16,75.66,71.09781249999997
16,67.15,71.09781249999997
16,77.26,71.09781249999997
16,70.42,71.09781249999997
16,76.33,71.09781249999997
16,70.16,71.09781249999997
16,77.85,71.09781249999997
16,72.61,71.09781249999997
16,68.93,71.09781249999997
16,69.66,71.09781249999997
16,77.11,71.09781249999997
16,68.89,71.09781249999997
17,,433.821612903226
17,,433.821612903226
17,,433.821612903226
17,,433.821612903226
17,,433.821612903226
17,,433.821612903226
17,,433.821612903226
17,,433.821612903226
17,,433.821612903226
18,,
18,,
18,,
18,,
18,,
18,,
18,,
18,,
18,,
18,,
18,,
18,,
18,,
18,,
18,,
18,,
18,,
18,,
18,,
18,,
18,,
18,,
18,,
18,,
18,,
18,,
18,,
18,,
18,,
18,,
18,,
19,1175.85,1178.0356250000004
19,1205.38,1178.0356250000004
19,1175.82,1178.0356250000004
19,1175.87,1178.0356250000004
19,1175.68,1178.0356250000004
19,1175.92,1178.0356250000004
19,1175.85,1178.0356250000004
19,1151.36,1178.0356250000004
19,1175.87,1178.0356250000004
19,1205.29,1178.0356250000004
19,1175.88,1178.0356250000004
19,1175.76,1178.0356250000004
19,1175.92,1178.0356250000004
19,1175.97,1178.0356250000004
19,1175.81,1178.0356250000004
19,1176.34,1178.0356250000004
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
24,,
24,,
24,,
24,,
24,,
24,,
24,,
24,,
24,,
24,,
24,,
24,,
24,,
24,,
24,,
24,,
24,,
24,,
24,,
24,,
24,,
24,,
24,,
24,,
24,,
24,,
24,,
24,,
24,,
24,,
24,,
24,,
24,,
25,,766.4466666666667
25,,766.4466666666667
25,,766.4466666666667
25,,766.4466666666667
25,,766.4466666666667
25,,766.4466666666667
25,,766.4466666666667
25,,766.4466666666667
25,,766.4466666666667
25,,766.4466666666667
25,,766.4466666666667
25,,766.4466666666667
25,,766.4466666666667
25,,766.4466666666667
25,,766.4466666666667
25,,766.4466666666667
27,293.81,293.45448275862066
27,295.51,293.45448275862066
27,287.52,293.45448275862066
27,284.28,293.45448275862066
27,282.86,293.45448275862066
27,288.49,293.45448275862066
27,292.71,293.45448275862066
27,310.31,293.45448275862066
27,292.73,293.45448275862066
27,293.22,293.45448275862066
27,291.51,293.45448275862066
27,295.0,293.45448275862066
27,292.43,293.45448275862066
27,282.19,293.45448275862066
27,293.3,293.45448275862066
27,302.69,293.45448275862066
27,280.91,293.45448275862066
27,301.77,293.45448275862066
27,287.9,293.45448275862066
27,306.66,293.45448275862066
27,288.92,293.45448275862066
27,292.12,293.45448275862066
27,294.7,293.45448275862066
27,315.09,293.45448275862066
27,287.53,293.45448275862066
27,294.45,293.45448275862066
27,289.91,293.45448275862066
27,288.48,293.45448275862066
27,303.18,293.45448275862066
28,223.36,143.5315217391304
28,220.95,143.5315217391304
28,222.6,143.5315217391304
28,222.8,143.5315217391304
28,220.62,143.5315217391304
28,212.94,143.5315217391304
28,221.97,143.5315217391304
28,222.65,143.5315217391304
28,221.08,143.5315217391304
28,222.33,143.5315217391304
28,223.08,143.5315217391304
28,222.4,143.5315217391304
30,4845.09,4845.048333333333
30,4845.26,4845.048333333333
30,4844.93,4845.048333333333
30,4844.94,4845.048333333333
30,4845.19,4845.048333333333
30,4844.88,4845.048333333333
32,895.8,895.1682352941177
32,896.47,895.1682352941177
32,900.17,895.1682352941177
32,888.89,895.1682352941177
32,895.57,895.1682352941177
32,888.64,895.1682352941177
32,886.08,895.1682352941177
32,898.55,895.1682352941177
32,900.91,895.1682352941177
32,898.17,895.1682352941177
32,897.04,895.1682352941177
32,898.63,895.1682352941177
32,889.83,895.1682352941177
32,898.9,895.1682352941177
32,893.7,895.1682352941177
32,897.07,895.1682352941177
32,888.62,895.1682352941177
32,888.69,895.1682352941177
32,898.68,895.1682352941177
32,898.52,895.1682352941177
32,889.82,895.1682352941177
32,896.95,895.1682352941177
32,896.73,895.1682352941177
32,898.47,895.1682352941177
32,886.11,895.1682352941177
32,898.9,895.1682352941177
32,897.34,895.1682352941177
32,895.17,895.1682352941177
32,891.5,895.1682352941177
32,898.07,895.1682352941177
32,898.63,895.1682352941177
32,898.69,895.1682352941177
32,893.24,895.1682352941177
32,897.17,895.1682352941177
33,4679.44,4679.882903225806
33,4678.91,4679.882903225806
33,4680.13,4679.882903225806
33,4680.22,4679.882903225806
33,4680.04,4679.882903225806
33,4680.08,4679.882903225806
33,4679.47,4679.882903225806
33,4680.33,4679.882903225806
33,4679.85,4679.882903225806
33,4679.51,4679.882903225806
33,4679.73,4679.882903225806
33,4679.51,4679.882903225806
33,4680.03,4679.882903225806
33,4680.17,4679.882903225806
33,4680.49,4679.882903225806
33,4679.47,4679.882903225806
33,4679.79,4679.882903225806
33,4679.99,4679.882903225806
33,4680.13,4679.882903225806
33,4679.84,4679.882903225806
33,4680.57,4679.882903225806
33,4679.5,4679.882903225806
33,4680.15,4679.882903225806
33,4680.04,4679.882903225806
33,4679.63,4679.882903225806
33,4679.81,4679.882903225806
33,4679.94,4679.882903225806
33,4680.21,4679.882903225806
33,4679.97,4679.882903225806
33,4679.93,4679.882903225806
33,4679.49,4679.882903225806
34,,
34,,
34,,
34,,
34,,
34,,
34,,
34,,
34,,
34,,
34,,
34,,
34,,
34,,
34,,
34,,
34,,
34,,
34,,
34,,
34,,
34,,
34,,
34,,
34,,
34,,
34,,
34,,
34,,
34,,
34,,
34,,
34,,
35,,
35,,
35,,
35,,
35,,
35,,
35,,
35,,
35,,
35,,
35,,
35,,
35,,
35,,
35,,
35,,
35,,
35,,
35,,
35,,
35,,
35,,
35,,
35,,
35,,
35,,
35,,
39,,51.59900000000001
39,,51.59900000000001
39,,51.59900000000001
39,,51.59900000000001
39,,51.59900000000001
39,,51.59900000000001
39,,51.59900000000001
39,,51.59900000000001
39,,51.59900000000001
39,,51.59900000000001
39,,51.59900000000001
39,,51.59900000000001
39,,51.59900000000001
39,,51.59900000000001
39,,51.59900000000001
39,,51.59900000000001
39,,51.59900000000001
39,,51.59900000000001
39,,51.59900000000001
39,,51.59900000000001
39,,51.59900000000001
39,,51.59900000000001
39,,51.59900000000001
39,,51.59900000000001
39,,51.59900000000001
39,,51.59900000000001
39,,51.59900000000001
39,,51.59900000000001
39,,51.59900000000001
39,,51.59900000000001
39,,51.59900000000001
43,418.99,262.9240909090909
43,402.91,262.9240909090909
43,412.38,262.9240909090909
43,421.98,262.9240909090909
43,395.45,262.9240909090909
43,390.79,262.9240909090909
43,385.52,262.9240909090909
43,389.02,262.9240909090909
43,397.38,262.9240909090909
43,414.64,262.9240909090909
43,393.82,262.9240909090909
43,395.41,262.9240909090909
43,395.18,262.9240909090909
43,397.82,262.9240909090909
43,405.58,262.9240909090909
43,417.29,262.9240909090909
43,396.07,262.9240909090909
43,392.68,262.9240909090909
43,413.53,262.9240909090909
43,399.5,262.9240909090909
43,418.81,262.9240909090909
43,397.77,262.9240909090909
43,413.8,262.9240909090909
43,414.38,262.9240909090909
43,398.05,262.9240909090909
43,395.5,262.9240909090909
43,417.65,262.9240909090909
43,389.46,262.9240909090909
43,394.91,262.9240909090909
43,397.84,262.9240909090909
43,409.61,262.9240909090909
43,387.02,262.9240909090909
43,403.32,262.9240909090909
43,417.61,262.9240909090909
44,306.46,306.4616666666667
44,306.33,306.4616666666667
44,306.44,306.4616666666667
44,306.63,306.4616666666667
44,306.45,306.4616666666667
44,306.46,306.4616666666667
46,357.6,360.12125
46,357.25,360.12125
46,354.49,360.12125
46,358.64,360.12125
46,362.99,360.12125
46,357.69,360.12125
46,363.07,360.12125
46,358.72,360.12125
46,363.1,360.12125
46,362.95,360.12125
46,359.05,360.12125
46,362.57,360.12125
46,363.08,360.12125
46,363.02,360.12125
46,357.37,360.12125
46,357.87,360.12125
46,357.76,360.12125
46,363.02,360.12125
46,358.71,360.12125
46,362.89,360.12125
46,359.74,360.12125
46,362.82,360.12125
46,359.28,360.12125
46,359.23,360.12125
47,,5592.284838709677
47,,5592.284838709677
47,,5592.284838709677
47,,5592.284838709677
47,,5592.284838709677
47,,5592.284838709677
47,,5592.284838709677
47,,5592.284838709677
47,,5592.284838709677
47,,5592.284838709677
47,,5592.284838709677
47,,5592.284838709677
47,,5592.284838709677
47,,5592.284838709677
47,,5592.284838709677
47,,5592.284838709677
47,,5592.284838709677
47,,5592.284838709677
47,,5592.284838709677
47,,5592.284838709677
47,,5592.284838709677
47,,5592.284838709677
47,,5592.284838709677
47,,5592.284838709677
47,,5592.284838709677
47,,5592.284838709677
47,,5592.284838709677
47,,5592.284838709677
47,,5592.284838709677
47,,5592.284838709677
47,,5592.284838709677
51,1.94,3.938484848484849
51,6.38,3.938484848484849
51,6.88,3.938484848484849
51,6.54,3.938484848484849
51,2.92,3.938484848484849
51,4.9,3.938484848484849
51,2.86,3.938484848484849
51,3.15,3.938484848484849
51,4.08,3.938484848484849
51,3.48,3.938484848484849
51,4.55,3.938484848484849
51,3.6,3.938484848484849
51,3.86,3.938484848484849
51,2.03,3.938484848484849
51,4.09,3.938484848484849
51,1.99,3.938484848484849
51,4.44,3.938484848484849
51,4.69,3.938484848484849
51,4.49,3.938484848484849
51,3.87,3.938484848484849
51,4.32,3.938484848484849
51,3.34,3.938484848484849
51,4.35,3.938484848484849
51,3.21,3.938484848484849
51,4.32,3.938484848484849
51,4.11,3.938484848484849
51,4.35,3.938484848484849
51,4.82,3.938484848484849
51,1.99,3.938484848484849
51,4.16,3.938484848484849
51,4.37,3.938484848484849
51,1.93,3.938484848484849
51,3.96,3.938484848484849
53,3995.91,2881.207906976745
53,3995.8,2881.207906976745
53,3995.45,2881.207906976745
53,3996.32,2881.207906976745
53,3996.44,2881.207906976745
53,3992.26,2881.207906976745
53,3996.16,2881.207906976745
53,3996.65,2881.207906976745
53,3995.67,2881.207906976745
53,3996.06,2881.207906976745
53,3997.78,2881.207906976745
53,3996.94,2881.207906976745
53,3996.7,2881.207906976745
53,3995.1,2881.207906976745
53,3992.1,2881.207906976745
53,3995.74,2881.207906976745
53,3998.95,2881.207906976745
53,3996.11,2881.207906976745
53,3996.3,2881.207906976745
53,3994.56,2881.207906976745
53,3996.62,2881.207906976745
53,3996.33,2881.207906976745
53,3996.28,2881.207906976745
53,3997.05,2881.207906976745
53,3996.32,2881.207906976745
53,3996.24,2881.207906976745
53,3994.38,2881.207906976745
53,3996.14,2881.207906976745
53,3996.25,2881.207906976745
53,3995.46,2881.207906976745
53,3996.5,2881.207906976745
54,78.99,93.80969696969696
54,94.69,93.80969696969696
54,67.56,93.80969696969696
54,100.81,93.80969696969696
54,100.77,93.80969696969696
54,104.79,93.80969696969696
54,89.74,93.80969696969696
54,78.18,93.80969696969696
54,87.13,93.80969696969696
54,95.23,93.80969696969696
54,100.11,93.80969696969696
54,104.79,93.80969696969696
54,104.52,93.80969696969696
54,100.94,93.80969696969696
54,102.98,93.80969696969696
54,88.79,93.80969696969696
54,105.39,93.80969696969696
54,110.55,93.80969696969696
54,114.69,93.80969696969696
54,111.62,93.80969696969696
54,61.2,93.80969696969696
54,78.95,93.80969696969696
54,95.35,93.80969696969696
54,104.78,93.80969696969696
54,112.22,93.80969696969696
54,63.36,93.80969696969696
54,97.93,93.80969696969696
54,99.65,93.80969696969696
54,68.73,93.80969696969696
54,105.3,93.80969696969696
54,102.4,93.80969696969696
54,100.49,93.80969696969696
54,63.09,93.80969696969696
55,258.66,257.9775
55,258.58,257.9775
55,258.74,257.9775
55,259.35,257.9775
55,256.87,257.9775
55,257.34,257.9775
55,258.36,257.9775
55,258.4,257.9775
55,258.61,257.9775
55,256.9,257.9775
55,257.79,257.9775
55,258.23,257.9775
55,258.4,257.9775
55,257.05,257.9775
55,258.26,257.9775
55,256.1,257.9775
57,342.45,115.35147058823529
57,342.91,115.35147058823529
57,342.44,115.35147058823529
57,341.45,115.35147058823529
57,342.99,115.35147058823529
57,342.51,115.35147058823529
58,,
58,,
58,,
58,,
58,,
58,,
58,,
61,445.5,876.3166666666666
61,443.18,876.3166666666666
61,439.25,876.3166666666666
61,444.24,876.3166666666666
61,445.51,876.3166666666666
61,445.07,876.3166666666666
61,444.74,876.3166666666666
61,444.11,876.3166666666666
61,444.53,876.3166666666666
61,444.68,876.3166666666666
61,444.46,876.3166666666666
61,444.71,876.3166666666666
61,443.83,876.3166666666666
61,443.93,876.3166666666666
61,444.96,876.3166666666666
61,444.59,876.3166666666666
61,442.49,876.3166666666666
61,444.0,876.3166666666666
61,445.18,876.3166666666666
61,445.59,876.3166666666666
61,444.84,876.3166666666666
61,445.0,876.3166666666666
61,442.48,876.3166666666666
61,445.07,876.3166666666666
61,439.57,876.3166666666666
61,444.77,876.3166666666666
61,444.92,876.3166666666666
61,444.85,876.3166666666666
61,444.04,876.3166666666666
61,444.49,876.3166666666666
62,,
62,,
62,,
62,,
62,,
62,,
62,,
62,,
62,,
62,,
62,,
62,,
62,,
62,,
62,,
62,,
62,,
62,,
62,,
62,,
62,,
62,,
62,,
62,,
62,,
62,,
62,,
62,,
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
63,,1937.3215384615385
64,159.58,114.9722388059701
64,159.78,114.9722388059701
64,160.08,114.9722388059701
64,160.57,114.9722388059701
64,160.74,114.9722388059701
64,160.24,114.9722388059701
64,159.72,114.9722388059701
64,160.41,114.9722388059701
64,159.62,114.9722388059701
64,159.34,114.9722388059701
64,160.08,114.9722388059701
64,160.14,114.9722388059701
64,159.67,114.9722388059701
64,159.39,114.9722388059701
64,159.82,114.9722388059701
64,159.49,114.9722388059701
64,159.99,114.9722388059701
64,159.47,114.9722388059701
64,159.82,114.9722388059701
64,159.98,114.9722388059701
64,160.57,114.9722388059701
64,159.86,114.9722388059701
64,160.02,114.9722388059701
64,160.63,114.9722388059701
64,159.76,114.9722388059701
64,159.49,114.9722388059701
64,159.39,114.9722388059701
64,160.52,114.9722388059701
64,159.35,114.9722388059701
64,159.95,114.9722388059701
64,160.1,114.9722388059701
64,160.69,114.9722388059701
64,159.9,114.9722388059701
65,141.64,79.89676470588233
65,136.03,79.89676470588233
65,138.21,79.89676470588233
65,131.96,79.89676470588233
65,135.17,79.89676470588233
65,143.09,79.89676470588233
65,143.05,79.89676470588233
65,135.53,79.89676470588233
65,136.53,79.89676470588233
65,138.46,79.89676470588233
65,147.01,79.89676470588233
65,134.25,79.89676470588233
65,141.78,79.89676470588233
65,141.71,79.89676470588233
65,135.12,79.89676470588233
65,142.23,79.89676470588233
65,144.66,79.89676470588233
65,136.9,79.89676470588233
65,140.64,79.89676470588233
65,131.26,79.89676470588233
65,143.11,79.89676470588233
65,142.84,79.89676470588233
65,142.21,79.89676470588233
65,131.28,79.89676470588233
65,141.85,79.89676470588233
65,131.24,79.89676470588233
65,141.63,79.89676470588233
65,139.44,79.89676470588233
65,134.4,79.89676470588233
65,139.83,79.89676470588233
65,131.21,79.89676470588233
65,144.71,79.89676470588233
65,142.51,79.89676470588233
65,130.98,79.89676470588233
65,142.75,79.89676470588233
66,293.62,292.64
66,293.6,292.64
66,291.33,292.64
66,293.76,292.64
66,290.69,292.64
66,293.82,292.64
66,291.66,292.64
67,,5009.795999999999
67,,5009.795999999999
67,,5009.795999999999
67,,5009.795999999999
67,,5009.795999999999
67,,5009.795999999999
67,,5009.795999999999
67,,5009.795999999999
67,,5009.795999999999
67,,5009.795999999999
67,,5009.795999999999
67,,5009.795999999999
67,,5009.795999999999
67,,5009.795999999999
67,,5009.795999999999
67,,5009.795999999999
67,,5009.795999999999
67,,5009.795999999999
67,,5009.795999999999
67,,5009.795999999999
67,,5009.795999999999
67,,5009.795999999999
67,,5009.795999999999
67,,5009.795999999999
67,,5009.795999999999
67,,5009.795999999999
67,,5009.795999999999
67,,5009.795999999999
68,2738.45,2740.9312000000004
68,2743.43,2740.9312000000004
68,2743.46,2740.9312000000004
68,2742.57,2740.9312000000004
68,2737.24,2740.9312000000004
68,2738.25,2740.9312000000004
68,2741.94,2740.9312000000004
68,2742.65,2740.9312000000004
68,2741.12,2740.9312000000004
68,2742.82,2740.9312000000004
68,2742.29,2740.9312000000004
68,2742.37,2740.9312000000004
68,2740.87,2740.9312000000004
68,2737.88,2740.9312000000004
68,2741.18,2740.9312000000004
68,2742.07,2740.9312000000004
68,2738.19,2740.9312000000004
68,2738.25,2740.9312000000004
68,2742.54,2740.9312000000004
68,2736.61,2740.9312000000004
68,2741.83,2740.9312000000004
68,2740.87,2740.9312000000004
68,2741.2,2740.9312000000004
68,2742.48,2740.9312000000004
68,2742.72,2740.9312000000004
69,,
69,,
69,,
69,,
69,,
69,,
69,,
69,,
69,,
69,,
69,,
69,,
69,,
69,,
69,,
69,,
69,,
69,,
69,,
70,,
70,,
70,,
70,,
70,,
70,,
70,,
70,,
70,,
70,,
70,,
70,,
70,,
70,,
70,,
70,,
70,,
70,,
70,,
70,,
70,,
70,,
70,,
70,,
74,440.96,1221.305
74,440.27,1221.305
74,440.51,1221.305
74,440.97,1221.305
74,441.01,1221.305
74,440.75,1221.305
74,441.02,1221.305
74,440.39,1221.305
74,440.34,1221.305
74,441.01,1221.305
74,440.43,1221.305
74,440.7,1221.305
74,440.38,1221.305
74,440.86,1221.305
74,440.26,1221.305
74,440.38,1221.305
74,440.59,1221.305
74,440.58,1221.305
74,440.61,1221.305
74,440.69,1221.305
74,440.23,1221.305
74,440.79,1221.305
74,440.83,1221.305
74,440.87,1221.305
74,440.74,1221.305
74,440.88,1221.305
74,440.87,1221.305
74,441.04,1221.305
74,440.26,1221.305
74,440.42,1221.305
74,440.9,1221.305
74,440.48,1221.305
76,1637.94,1637.99125
76,1637.7,1637.99125
76,1639.98,1637.99125
76,1636.28,1637.99125
76,1639.72,1637.99125
76,1640.07,1637.99125
76,1640.03,1637.99125
76,1637.85,1637.99125
76,1637.89,1637.99125
76,1636.0,1637.99125
76,1637.79,1637.99125
76,1640.02,1637.99125
76,1637.85,1637.99125
76,1640.64,1637.99125
76,1636.08,1637.99125
76,1636.14,1637.99125
76,1637.76,1637.99125
76,1639.97,1637.99125
76,1637.42,1637.99125
76,1636.95,1637.99125
76,1635.98,1637.99125
76,1637.25,1637.99125
76,1637.76,1637.99125
76,1639.81,1637.99125
76,1637.46,1637.99125
76,1636.13,1637.99125
76,1636.0,1637.99125
76,1636.14,1637.99125
76,1639.83,1637.99125
76,1638.26,1637.99125
76,1636.94,1637.99125
76,1640.08,1637.99125
77,202.53,204.91
77,213.66,204.91
77,203.7,204.91
77,212.33,204.91
77,202.53,204.91
77,196.06,204.91
77,203.31,204.91
77,203.64,204.91
77,203.62,204.91
77,212.83,204.91
77,198.21,204.91
77,213.07,204.91
77,203.58,204.91
77,203.87,204.91
77,212.77,204.91
77,211.72,204.91
77,202.6,204.91
77,204.43,204.91
77,202.45,204.91
77,205.65,204.91
77,202.1,204.91
77,205.2,204.91
77,204.6,204.91
77,202.11,204.91
77,203.74,204.91
77,203.64,204.91
77,213.89,204.91
77,202.1,204.91
77,201.06,204.91
77,204.86,204.91
77,204.32,204.91
77,202.54,204.91
77,200.87,204.91
77,203.35,204.91
80,357.39,373.27151515151513
80,356.14,373.27151515151513
80,356.2,373.27151515151513
80,356.46,373.27151515151513
80,356.13,373.27151515151513
80,357.3,373.27151515151513
80,355.88,373.27151515151513
80,356.4,373.27151515151513
80,356.18,373.27151515151513
80,357.32,373.27151515151513
80,356.15,373.27151515151513
80,356.15,373.27151515151513
80,355.91,373.27151515151513
80,356.19,373.27151515151513
80,355.93,373.27151515151513
80,357.44,373.27151515151513
80,356.21,373.27151515151513
80,355.62,373.27151515151513
80,357.48,373.27151515151513
80,357.37,373.27151515151513
80,355.77,373.27151515151513
80,355.87,373.27151515151513
80,356.77,373.27151515151513
80,357.37,373.27151515151513
80,357.31,373.27151515151513
80,355.87,373.27151515151513
80,356.8,373.27151515151513
80,356.9,373.27151515151513
80,357.32,373.27151515151513
80,348.8,373.27151515151513
80,356.26,373.27151515151513
80,356.52,373.27151515151513
80,355.76,373.27151515151513
82,366.81,1442.7281395348841
82,365.28,1442.7281395348841
82,366.15,1442.7281395348841
82,367.35,1442.7281395348841
82,367.39,1442.7281395348841
82,364.5,1442.7281395348841
82,366.23,1442.7281395348841
82,367.05,1442.7281395348841
82,366.09,1442.7281395348841
82,363.92,1442.7281395348841
82,366.08,1442.7281395348841
82,365.81,1442.7281395348841
82,365.3,1442.7281395348841
82,365.99,1442.7281395348841
82,366.06,1442.7281395348841
82,366.08,1442.7281395348841
82,367.06,1442.7281395348841
82,367.75,1442.7281395348841
82,365.31,1442.7281395348841
82,366.99,1442.7281395348841
82,366.24,1442.7281395348841
82,366.74,1442.7281395348841
82,367.7,1442.7281395348841
82,366.09,1442.7281395348841
82,366.82,1442.7281395348841
82,363.79,1442.7281395348841
82,365.55,1442.7281395348841
82,365.91,1442.7281395348841
82,366.86,1442.7281395348841
82,367.54,1442.7281395348841
82,365.29,1442.7281395348841
82,367.52,1442.7281395348841
82,367.54,1442.7281395348841
82,366.91,1442.7281395348841
83,1936.22,1148.0503125000002
83,1933.09,1148.0503125000002
83,1936.74,1148.0503125000002
83,1937.71,1148.0503125000002
83,1934.22,1148.0503125000002
83,1937.42,1148.0503125000002
83,1936.78,1148.0503125000002
83,1937.4,1148.0503125000002
83,1936.27,1148.0503125000002
