srch_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,price_usd,promotion_flag,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,comp1_rate,comp1_inv,mean_prop_starrating,mean_prop_review_score,mean_prop_brand_bool,mean_prop_location_score1,mean_prop_location_score2,mean_prop_log_historical_price,cluster__0,cluster__1,cluster__2,cluster__3,cluster__4,cluster__5,diff_price_usd,diff_distance_orig
1,,,3,4.0,1,2.89,0.0466,4.95,79.0,0,1,10,2,0,1,0,,,,,3,4.0,1,2.8899999999999886,0.03391459627329186,4.27246498599442,1,0,0,0,0,0,-0.15775155325171866,
1,,,3,4.5,1,2.89,0.2272,4.79,149.0,0,1,10,2,0,1,0,,,,,3,4.5,1,2.8899999999999983,0.14369913544668658,4.066134020618539,1,0,0,0,0,0,0.5885445388037205,
1,,,3,4.0,1,2.77,0.2003,4.56,89.99,0,1,10,2,0,1,0,,,,,3,4.0,1,2.7699999999999867,0.11281948717948673,3.9067523364485877,1,0,0,0,0,0,-0.040583066799014765,
1,,,4,4.5,1,2.3,0.0895,5.06,158.87,0,1,10,2,0,1,0,,,,,4,4.5,1,2.2999999999999803,0.049088470588235435,4.274106382978698,1,0,0,0,0,0,0.6937722877835375,
1,,,3,4.5,1,2.77,0.209,4.92,104.0,0,1,10,2,0,1,0,,,,,3,4.5,1,2.769999999999988,0.13383957055214776,4.264088397790073,1,0,0,0,0,0,0.10878276533950962,
1,,,2,3.0,0,2.08,0.0778,4.31,58.57,0,1,10,2,0,1,0,,,,,2,3.0,0,2.0800000000000023,0.06055945945945941,4.334161073825503,0,1,0,0,0,0,-0.3755633984044704,
1,,,3,4.5,1,2.77,0.0569,4.4,64.0,0,1,10,2,0,1,0,,,,,3,4.5,1,2.7699999999999867,0.03431791443850288,3.7250970873786606,1,0,0,0,0,0,-0.31767214440645564,
1,,,3,4.5,1,2.83,0.2395,4.82,139.0,0,1,10,2,0,1,0,,,,,3,4.5,1,2.8300000000000147,0.14143679525222486,4.333914209115254,1,0,0,0,0,0,0.4819308113672292,
1,,,3,3.5,1,2.83,0.0908,4.5,69.0,0,1,10,2,0,1,0,,,,,3,3.5,1,2.830000000000013,0.058960833333333414,3.7438743455497288,1,0,0,0,0,0,-0.26436528068821,
1,,,3,4.0,1,2.4,0.2182,4.54,69.0,1,1,10,2,0,1,0,,,,,3,4.0,1,2.4000000000000283,0.09040750000000106,3.921837016574592,1,0,0,0,0,0,-0.26436528068821,
1,,,3,4.5,1,2.83,0.2303,4.66,109.0,0,1,10,2,0,1,0,,,,,3,4.5,1,2.8300000000000143,0.15917071428571428,4.3554983922829695,1,0,0,0,0,0,0.16208962905775529,
1,,,2,3.0,1,2.4,0.0518,4.19,47.97,1,1,10,2,0,1,0,,,,,2,3.0,1,2.3999999999999844,0.03037232375979115,3.5964961636828816,0,0,0,1,0,0,-0.4885739494871512,
1,,,2,3.0,1,2.56,0.0469,4.21,55.0,0,1,10,2,0,1,0,,,,,2,3.0,1,2.5599999999999823,0.031849324324324316,3.759835526315799,0,0,0,1,0,0,-0.41362449909929777,
1,,,2,5.0,1,3.04,0.1401,4.31,119.0,0,1,10,2,0,1,0,,,,,2,5.0,1,3.0399999999999903,0.098716666666667,3.9376551724137903,0,0,0,1,0,0,0.2687033564942466,
1,,,3,4.5,1,2.2,0.0618,5.03,169.0,0,1,10,2,0,1,0,,,,,3,4.5,1,2.2000000000000086,0.04336976744186035,4.1353412462907855,1,0,0,0,0,0,0.8017719936767032,
3,,,4,4.0,1,2.3,,4.8,139.0,0,1,2,2,0,1,0,,62.46,,,4,4.0,1,2.300000000000007,0.07099032258064511,4.303000000000001,1,0,0,0,0,0,0.4586086280606297,-0.02822404056701631
3,,,3,4.5,1,3.04,,4.43,75.0,0,1,2,2,0,1,0,,62.81,,,3,4.5,1,3.0400000000000085,0.12538571428571438,3.8057647058823534,1,0,0,0,0,0,-0.21298095608239406,-0.022778610118704662
3,,,2,2.0,1,0.69,,3.95,50.0,0,1,2,2,0,1,0,,68.17,,,2,2.0,1,0.6899999999999998,0.6795999999999999,3.4178571428571423,0,0,0,1,0,0,-0.4753206373882627,0.06061426760401055
3,,,2,3.5,1,3.14,,3.9,45.0,0,1,2,2,0,1,0,,63.48,,,2,3.5,1,3.1399999999999904,0.07358629032258071,3.880616438356161,0,0,0,1,0,0,-0.5277885736494364,-0.012354500403365344
3,,,3,4.0,1,3.04,,4.55,65.0,0,1,2,2,0,1,0,,63.22,,,3,4.0,1,3.0400000000000067,0.08579193548387079,4.118611111111112,1,0,0,0,0,0,-0.3179168286047415,-0.016399677307825378
3,,,3,4.5,1,1.1,,4.54,95.0,0,1,2,2,0,1,0,,66.54,,,3,4.5,1,1.100000000000001,0.003452631578947369,3.6305357142857138,1,0,0,0,0,0,-0.003109211037699123,0.035254120087587895
3,,,3,4.0,1,2.94,,4.54,60.0,0,1,2,2,0,1,0,,63.69,,,3,4.0,1,2.939999999999998,0.044101503759398544,3.898145695364237,1,0,0,0,0,0,-0.3703847648659153,-0.009087242134378351
3,,,4,4.0,1,2.89,,4.91,162.0,0,1,2,2,0,1,0,,63.4,,,4,4.0,1,2.8899999999999912,0.05830446428571424,4.331641791044777,1,0,0,0,0,0,0.6999611348620288,-0.01359917022012226
3,,,3,4.5,1,2.94,,4.66,149.0,0,1,2,2,0,1,0,,62.71,,,3,4.5,1,2.939999999999998,0.16186940298507466,4.112123287671231,1,0,0,0,0,0,0.5635445005829771,-0.024334447389650862
3,,,3,4.5,1,2.4,,4.5,85.0,1,1,2,2,0,1,0,,63.48,,,3,4.5,1,2.399999999999997,0.01864426229508196,3.9207586206896536,1,0,0,0,0,0,-0.10804508356004658,-0.012354500403365344
3,,,3,4.5,1,3.0,,4.76,147.0,0,1,2,2,0,1,0,,62.84,,,3,4.5,1,3.0,0.12963398692810452,4.277028571428563,1,0,0,0,0,0,0.5425573260785077,-0.02231185893742079
3,,,3,3.5,1,1.39,0.1174,4.07,109.0,0,1,2,2,0,1,0,,66.11,,,3,3.5,1,1.3899999999999972,0.02772252252252253,3.4125210084033584,1,0,0,0,0,0,0.14380101049358732,0.028564019822519212
3,,,2,3.0,1,1.79,0.4897,3.95,40.0,0,1,2,2,0,1,0,,66.88,,,2,3.0,1,1.790000000000002,0.08033333333333333,3.2571428571428567,0,0,0,1,0,0,-0.5802565099106102,0.04054396680880473
3,,,2,4.0,1,2.2,,4.58,100.0,0,1,2,2,0,1,0,,62.14,,,2,4.0,1,2.1999999999999957,0.06618644067796607,3.7624806201550367,0,0,0,1,0,0,0.049358725223474606,-0.03320271983404409
3,,,2,2.5,1,2.56,,3.99,46.0,0,1,2,2,0,1,0,,63.87,,,2,2.5,1,2.5600000000000023,0.02890961538461542,3.665225806451614,0,0,0,1,0,0,-0.5172949863972017,-0.006286735046675235
3,,,2,3.5,1,1.95,0.0783,3.99,44.0,1,1,2,2,0,1,0,,67.0,,,2,3.5,1,1.949999999999999,0.016035999999999998,3.5221176470588236,0,0,0,1,0,0,-0.5382821609016711,0.042410971533940224
3,,,3,4.5,1,1.61,,4.51,95.0,0,1,2,2,0,1,0,,66.5,,,3,4.5,1,1.6099999999999997,0.0036714285714285694,3.6488888888888886,1,0,0,0,0,0,-0.003109211037699123,0.034631785179209326
3,,,2,3.0,1,2.2,,3.84,65.0,0,1,2,2,0,1,0,,63.41,,,2,3.0,1,2.1999999999999944,0.014262790697674404,3.4935820895522403,0,0,0,1,0,0,-0.3179168286047415,-0.013443586493027671
3,,,3,4.0,1,3.0,,4.23,64.0,0,1,2,2,0,1,0,,62.83,,,3,4.0,1,3.0,0.11305534591194955,3.7027027027027035,1,0,0,0,0,0,-0.3284104158569763,-0.022467442664515492
3,,,4,4.0,1,2.2,,5.0,189.0,0,1,2,2,0,1,0,,62.06,,,4,4.0,1,2.200000000000001,0.05060883534136537,4.269252669039147,1,0,0,0,0,0,0.983287990672367,-0.034447389650801005
3,,,3,4.5,1,2.94,,4.39,99.0,0,1,2,2,0,1,0,,63.42,,,3,4.5,1,2.939999999999998,0.060815131578947385,3.937719298245608,1,0,0,0,0,0,0.03886513797123986,-0.013288002765932977
3,,,3,4.5,1,3.09,,4.42,114.0,0,1,2,2,0,1,0,,63.19,,,3,4.5,1,3.089999999999992,0.1242837606837604,4.037593984962403,1,0,0,0,0,0,0.19626894675476106,-0.01686642848910925
3,,,3,4.5,1,3.04,,4.77,149.0,0,1,2,2,0,1,0,,63.26,,,3,4.5,1,3.0400000000000085,0.10521925925925933,4.48319999999999,1,0,0,0,0,0,0.5635445005829771,-0.01577734239944692
3,,,3,4.0,1,2.83,,4.66,179.0,0,1,2,2,0,1,0,,63.71,,,3,4.0,1,2.8299999999999965,0.039362318840579724,4.1202564102564105,1,0,0,0,0,0,0.8783521181500196,-0.008776074680189068
3,,,3,4.0,1,1.79,0.4931,4.12,49.0,0,1,2,2,0,1,0,,66.87,,,3,4.0,1,1.7900000000000025,0.0713466666666666,3.3751666666666664,1,0,0,0,0,0,-0.4858142246404975,0.040388383081710263
3,,,3,4.5,1,3.18,,4.55,109.0,0,1,2,2,0,1,0,,63.32,,,3,4.5,1,3.1800000000000046,0.11615156249999993,4.067905405405407,1,0,0,0,0,0,0.14380101049358732,-0.014843840036879176
3,,,2,4.0,1,0.69,,3.95,50.0,0,1,2,2,0,1,0,,68.03,,,2,4.0,1,0.6900000000000004,0.99,3.4804081632653063,0,0,0,1,0,0,-0.4753206373882627,0.058436095424685884
6,,,3,0.0,0,2.77,,5.15,81.5,0,8,75,2,0,1,0,,,,,3,0.0,0,2.77,,4.041,0,0,0,0,0,1,-0.6156258695580404,
6,,,4,0.0,1,2.4,,5.15,203.26,0,8,75,2,0,1,0,,,,,4,0.0,1,2.4,,4.9366666666666665,1,0,0,0,0,0,-0.04137563492475226,
6,,,3,0.0,0,2.71,0.6667,5.15,104.99,0,8,75,2,0,1,0,,,,,3,0.0,0,2.7100000000000004,0.2037,4.624444444444445,0,0,0,0,0,1,-0.504841227544769,
6,,,3,0.0,0,2.77,0.3334,5.15,149.57,0,8,75,2,0,1,0,,,,,3,0.0,0,2.77,0.1683142857142857,3.8875,0,0,0,0,0,1,-0.2945909363165168,
6,,,3,4.0,0,1.79,,5.15,189.36,0,8,75,2,0,1,0,,,,,3,4.0,0,1.7899999999999996,,5.308571428571429,0,1,0,0,0,0,-0.10693146821485323,
6,,,3,0.0,1,2.77,,5.15,207.09,0,8,75,2,0,1,0,,,,,3,0.0,1,2.77,0.08291666666666668,4.340909090909092,1,0,0,0,0,0,-0.02331240891747975,
6,,,0,0.0,0,2.48,,5.15,215.72,0,8,75,2,0,1,0,,,,,0,0.0,0,2.48,0.6,4.868,0,0,0,0,1,0,0.017388802686374348,
6,,,4,5.0,0,0.0,,5.15,453.02,0,8,75,2,0,1,0,,,,,4,5.0,0,0.0,0.0106,5.2875,0,1,0,0,0,0,1.1365542156173805,
6,,,3,0.0,0,0.0,,0.0,342.28,0,8,75,2,0,1,0,,,,,3,0.0,0,0.0,,0.0,0,0,1,0,0,0,0.6142770229162441,
6,,,4,0.0,0,2.64,,5.15,173.54,0,8,75,2,0,1,0,,,,,4,0.0,0,2.64,,5.501428571428572,0,1,0,0,0,0,-0.18154249574358708,
7,,,2,4.0,0,3.09,0.0075,3.81,73.22,0,4,33,2,0,1,1,,,,,2,4.0,0,3.0900000000000025,0.007500000000000007,3.6343589743589737,0,0,0,0,0,1,0.1304487051194811,
7,,,2,4.5,0,3.93,0.0103,4.46,62.2,0,4,33,2,0,1,1,,,,,2,4.5,0,3.9300000000000046,0.010086666666666666,4.070851063829788,0,0,0,0,0,1,-0.03968984623829926,
7,,,3,4.5,0,4.11,0.0131,4.68,66.34,0,4,33,2,0,1,1,,,,,3,4.5,0,4.1100000000000065,0.03605652173913045,4.073103448275863,0,0,0,0,0,1,0.024227903545839667,
7,,,3,4.0,0,2.83,0.0071,4.11,66.34,0,4,33,2,0,1,1,,,,,3,4.0,0,2.829999999999996,0.021501574803149587,3.635370370370373,0,0,0,0,0,1,0.024227903545839667,
7,,,3,0.0,0,3.64,0.0021,4.74,64.54,0,4,33,2,0,1,1,,,,,3,0.0,0,3.6399999999999904,0.008639090909090907,4.48277777777778,0,0,0,0,0,1,-0.003562422447264166,
7,,,3,4.0,0,3.81,0.0039,5.01,73.08,0,4,33,2,0,1,1,,,,,3,4.0,0,3.809999999999976,0.04690935960591134,4.455059288537549,0,0,0,0,0,1,0.12828723532001746,
7,,,3,4.0,0,4.09,0.0115,4.91,67.9,0,4,33,2,0,1,1,,,,,3,4.0,0,4.089999999999995,0.029262616822429886,4.307837837837832,0,0,0,0,0,1,0.04831285273986306,
7,,,2,4.0,0,3.61,0.0083,4.97,50.38,1,4,33,2,0,1,1,,,,,2,4.0,0,3.610000000000007,0.04045285714285715,3.3735897435897435,0,0,0,0,0,1,-0.22217965359301475,
7,,,3,4.0,1,1.79,0.0013,4.76,67.39,0,4,33,2,0,1,1,,,,,3,4.0,1,1.7900000000000065,0.001899999999999998,4.3955744680851225,1,0,0,0,0,0,0.04043892704181689,
7,,,3,0.0,0,3.71,0.0054,4.78,70.49,0,4,33,2,0,1,1,,,,,3,0.0,0,3.7100000000000017,0.005399999999999999,4.532424242424243,0,0,0,0,0,1,0.08830004402994014,
7,,,3,3.0,1,2.2,0.0005,4.55,67.39,0,4,33,2,0,1,1,,,,,3,3.0,1,2.199999999999993,0.0007990291262135926,4.0289010989011,1,0,0,0,0,0,0.04043892704181689,
7,,,3,0.0,1,1.95,0.0003,4.78,67.12,0,4,33,2,0,1,1,,,,,3,0.0,1,1.9499999999999933,0.0020176991150442428,4.24059782608696,1,0,0,0,0,0,0.03627037814285137,
7,,,2,0.0,0,2.89,0.0066,4.57,61.0,0,4,33,2,0,1,1,,,,,2,0.0,0,2.89,0.022060000000000003,4.206857142857143,0,0,0,0,0,1,-0.058216730233701885,
7,,,2,4.0,0,4.01,0.0098,4.29,62.2,0,4,33,2,0,1,1,,,,,2,4.0,0,4.009999999999994,0.017010169491525437,3.690533333333335,0,0,0,0,0,1,-0.03968984623829926,
7,,,2,0.0,0,0.0,,4.67,57.02,0,4,33,2,0,1,1,,,,,2,0.0,0,0.0,,4.427499999999998,0,1,0,0,0,0,-0.11966422881845375,
7,,,2,4.0,0,2.2,0.0013,4.23,41.46,0,4,33,2,0,1,1,,,,,2,4.0,0,2.199999999999992,0.002265432098765437,3.674541284403669,0,1,0,0,0,0,-0.3598961579588407,
7,,,3,4.0,0,3.58,0.0015,4.53,60.13,0,4,33,2,0,1,1,,,,,3,4.0,0,3.5800000000000023,0.016291803278688545,3.948713450292394,0,0,0,0,0,1,-0.07164872113036873,
7,,,3,4.5,0,3.37,0.0099,4.48,62.2,0,4,33,2,0,1,1,,,,,3,4.5,0,3.3700000000000028,0.010706250000000013,3.7969565217391312,0,0,0,0,0,1,-0.03968984623829926,
7,,,3,0.0,0,2.08,,4.91,68.41,1,4,33,2,0,1,1,,,,,3,0.0,0,2.0799999999999974,,4.2009500000000015,0,1,0,0,0,0,0.05618677843790902,
7,,,3,0.0,0,3.93,,4.81,74.64,1,4,33,2,0,1,1,,,,,3,0.0,0,3.9300000000000064,,4.153983050847458,0,0,0,0,0,1,0.15237218451404086,
7,,,2,3.5,0,3.66,0.0122,4.23,62.2,0,4,33,2,0,1,1,,,,,2,3.5,0,3.659999999999997,0.08921799999999999,3.9198039215686267,0,0,0,0,0,1,-0.03968984623829926,
7,,,3,4.0,0,3.81,0.0215,4.65,67.18,1,4,33,2,0,1,1,,,,,3,4.0,0,3.810000000000002,0.047590291262135945,4.052767857142855,0,0,0,0,0,1,0.03719672234262153,
7,,,2,0.0,0,3.66,0.0072,4.51,48.73,0,4,33,2,0,1,1,,,,,2,0.0,0,3.6600000000000055,0.02730210526315792,3.6982828282828284,0,0,0,0,0,1,-0.24765411908669335,
7,,,3,4.5,1,4.19,0.0064,5.06,73.08,0,4,33,2,0,1,1,,,,,3,4.5,1,4.190000000000015,0.00631020408163265,4.318045977011495,1,0,0,0,0,0,0.12828723532001746,
7,,,2,4.5,0,3.85,0.0097,4.57,73.24,1,4,33,2,0,1,1,,,,,2,4.5,0,3.850000000000004,0.030540217391304376,4.2129032258064525,0,0,0,0,0,1,0.1307574865194044,
7,,,3,4.0,0,3.09,0.0107,4.68,69.4,1,4,33,2,0,1,1,,,,,3,4.0,0,3.0899999999999936,0.010670238095238108,4.093109243697481,0,0,0,0,0,1,0.0714714577341163,
7,,,3,5.0,0,4.16,0.0127,4.57,71.53,0,4,33,2,0,1,1,,,,,3,5.0,0,4.160000000000001,0.05130000000000001,4.151690140845071,0,0,0,0,0,1,0.1043566768259558,
10,,,3,4.0,1,2.4,,4.84,121.74,1,3,16,1,0,1,0,,2070.71,,,3,4.0,1,2.399999999999985,0.11468196721311495,4.152967914438487,1,0,0,0,0,0,0.1626108855279357,-0.002196235987752169
10,,,3,3.5,1,1.79,,4.71,91.55,0,3,16,1,0,1,0,,2071.04,,,3,3.5,1,1.7900000000000085,0.036026490066225075,3.9428178694158214,1,0,0,0,0,0,-0.12570209815933533,-0.002037220364065623
10,,,2,2.5,1,0.0,0.0283,4.46,69.15,0,3,16,1,0,1,0,,2075.92,,,2,2.5,1,0.0,0.00859888888888888,3.8895769230769295,0,0,0,1,0,0,-0.3396209731045116,0.00031428340439054834
10,,,4,4.0,1,1.61,,5.17,134.4,0,3,16,1,0,1,0,,2070.82,,,4,4.0,1,1.6100000000000108,0.12518011363636386,4.3405025125628285,1,0,0,0,0,0,0.2835132496710578,-0.0021432307798565807
10,,,3,4.5,1,1.39,0.1852,4.94,101.29,0,3,16,1,0,1,0,,2078.42,,,3,4.5,1,1.3899999999999912,0.06275476190476195,4.315897435897445,1,0,0,0,0,0,-0.03268558735728092,0.001518947220197986
10,,,3,4.0,1,1.1,,5.11,126.61,0,3,16,1,0,1,0,,2073.7,,,3,4.0,1,1.099999999999996,0.003684892086330931,4.076578947368429,1,0,0,0,0,0,0.2091191409289629,-0.0007554580640465793
10,,,3,4.0,1,0.69,0.0865,4.85,91.55,0,3,16,1,0,1,0,,2080.49,,,3,4.0,1,0.6899999999999986,0.14669041095890398,4.279416058394164,1,0,0,0,0,0,-0.12570209815933533,0.002516408859686405
10,,,4,3.5,1,0.69,,4.68,76.94,0,3,16,1,0,1,0,,2074.28,,,4,3.5,1,0.6899999999999982,0.01764609374999999,3.9751176470588363,1,0,0,0,0,0,-0.2652268643624168,-0.00047597605877906953
10,,,2,4.0,1,4.03,,4.92,146.08,0,3,16,1,0,1,0,,2076.07,,,2,4.0,1,4.03,0.016150000000000005,4.22,0,0,0,1,0,0,0.3950566630353283,0.0003865632333390384
10,,,3,4.5,1,1.39,,5.25,139.27,0,3,16,1,0,1,0,,2071.28,,,3,4.5,1,1.38999999999999,0.020260952380952414,4.276925207756238,1,0,0,0,0,0,0.33002150507208505,-0.001921572637747995
10,,,3,3.5,1,3.87,,4.98,98.36,0,3,16,1,0,1,0,,2075.47,,,3,3.5,1,3.8699999999999233,0.02045085130533481,4.283518123667374,1,0,0,0,0,0,-0.060666940196091985,9.744391754507804e-05
10,,,4,4.0,1,0.0,,5.09,147.06,0,3,16,1,0,1,0,,2071.89,,,4,4.0,1,0.0,0.09145161290322547,4.35838805970148,1,0,0,0,0,0,0.4044156138141797,-0.0016276346666911376
10,,,4,4.5,1,0.0,,5.29,162.64,0,3,16,1,0,1,0,,2074.11,,,4,4.5,1,0.0,0.01947232704402519,4.52770538243624,1,0,0,0,0,0,0.5532038312983691,-0.0005578931982540104
10,,,2,3.5,1,0.69,0.0472,4.39,53.56,1,3,16,1,0,1,0,,2081.42,,,2,3.5,1,0.6899999999999984,0.1578916666666665,3.6895477386934687,0,0,0,1,0,0,-0.4885046900864445,0.0029645437991669115
10,,,0,4.5,0,1.39,,5.09,124.66,0,3,16,1,0,1,0,,2071.48,,,0,4.5,0,1.3900000000000003,0.02154,4.14404761904762,0,0,0,0,1,0,0.19049673886900334,-0.0018251995324834874
10,,,3,4.0,0,0.0,,4.86,102.26,0,3,16,1,0,1,0,,2073.01,,,3,4.0,0,0.0,0.06338173076923066,4.2218618618618535,0,1,0,0,0,0,-0.02342213607617285,-0.0010879452772092392
10,,,3,3.5,1,0.69,,4.73,87.65,0,3,16,1,0,1,0,,2074.93,,,3,3.5,1,0.6899999999999982,0.01482027027027026,4.1344307692307805,1,0,0,0,0,0,-0.16294690227925435,-0.000162763466669311
10,,,2,4.0,1,0.0,,4.82,93.49,0,3,16,1,0,1,0,,2078.45,,,2,4.0,1,0.0,0.0015928571428571426,4.360416666666668,0,0,0,1,0,0,-0.1071751955971192,0.0015334031859875526
10,,,2,2.5,1,0.69,0.0862,4.48,61.36,1,3,16,1,0,1,0,,2080.48,,,2,2.5,1,0.6899999999999985,0.1111880341880341,3.8412234042553246,0,0,0,1,0,0,-0.4140150818466064,0.002511590204423289
10,,,2,4.0,1,1.39,0.16899999999999998,4.89,112.97,0,3,16,1,0,1,0,,2078.35,,,2,4.0,1,1.389999999999992,0.0761383333333333,4.132597402597392,0,0,0,1,0,0,0.0788578260069895,0.0014852166333552991
10,,,3,3.0,1,1.39,0.1171,4.55,86.68,0,3,16,1,0,1,0,,2078.3,,,3,3.0,1,1.3899999999999926,0.052439285714285744,3.986384976525813,1,0,0,0,0,0,-0.1722103535603624,0.0014611233570392818
10,,,3,3.5,1,0.0,,4.89,112.97,0,3,16,1,0,1,0,,2072.32,,,3,3.5,1,0.0,0.029827586206896607,4.369735294117666,1,0,0,0,0,0,0.0788578260069895,-0.0014204324903721182
10,,,3,4.5,1,3.93,,4.87,89.6,0,3,16,1,0,1,0,,2076.01,,,3,4.5,1,3.930000000000001,0.011242857142857162,4.4364788732394365,1,0,0,0,0,0,-0.1443245002192949,0.0003576513017596862
10,,,2,3.0,1,0.69,0.0896,4.67,86.68,0,3,16,1,0,1,0,,2080.06,,,2,3.0,1,0.6899999999999986,0.02056103896103896,3.9957971014492735,0,0,0,1,0,0,-0.1722103535603624,0.002309206683367604
10,,,4,4.0,1,0.0,0.4481,5.05,145.11,0,3,16,1,0,1,0,,2076.45,,,4,4.0,1,0.0,0.08024527027027015,4.366716417910425,1,0,0,0,0,0,0.38579321175422027,0.0005696721333416023
10,,,4,3.5,0,0.0,,4.98,93.49,0,3,16,1,0,1,0,,2076.04,,,4,3.5,0,0.0,0.013183844011142086,4.243309982486871,0,1,0,0,0,0,-0.1071751955971192,0.00037210726754925277
10,,,4,3.5,1,2.3,,4.48,70.12,0,3,16,1,0,1,0,,2070.73,,,4,3.5,1,2.299999999999991,0.18287499999999954,3.699392097264451,1,0,0,0,0,0,-0.3303575218234035,-0.0021865986772257187
11,,,2,2.5,1,0.69,0.0146,4.17,61.0,0,1,0,2,0,1,1,,708.58,,,2,2.5,1,0.6899999999999991,0.011380952380952377,3.8287755102040806,0,0,0,1,0,0,-0.5011500127779197,-0.003923759921419358
11,,,2,3.5,1,1.95,0.016,4.27,62.0,0,1,0,2,0,1,1,,710.23,,,2,3.5,1,1.949999999999993,0.010044999999999976,3.72904306220096,0,0,0,1,0,0,-0.4929721441349349,-0.0016042959284621266
11,,,3,4.5,1,2.08,0.0304,4.91,149.0,0,1,0,2,0,1,1,,710.75,,,3,4.5,1,2.080000000000004,0.021216450216450286,4.32207236842105,1,0,0,0,0,0,0.21850242780475335,-0.0008733133367422872
11,,,4,4.5,1,3.0,0.0611,5.26,210.0,0,1,0,2,0,1,1,,712.57,,,4,4.5,1,3.0,0.11164273504273473,4.5767419354838665,1,0,0,0,0,0,0.7173524150268337,0.0016851257342773106
11,,,3,3.5,1,1.61,0.0254,4.28,70.0,0,1,0,2,0,1,1,,713.78,,,3,3.5,1,1.6100000000000108,0.046458361774743766,3.7315802469135644,1,0,0,0,0,0,-0.4275491949910555,0.003386065995779195
11,,,3,4.5,1,2.08,0.0142,4.78,179.0,0,1,0,2,0,1,1,,710.5,,,3,4.5,1,2.079999999999995,0.010535326086956535,4.32321285140562,1,0,0,0,0,0,0.463838487094301,-0.0012247472750691454
